sbs_id;facexp;departamento;provincia;sexo;p3;p6;leerescribir;niveleducativo;distanciaOficina;distanciaCajero;distanciaAgente;usocajero;vecescajero;ServFInternet;CategoriaIngreso;PagoAlimentacion;PagoSalud;PagoEducacion;PagoServiciosHogar;PagoDeudas;PagoVivienda;PagoEntretenimiento;CuentaAhorro;CuentaPlazo;CuentaCTS;PropensionAhorro;Entidad Credito;PropensionCredito;MotivoNoPropensionCredito;TarjetaCredito;EducacionFinanciera
539;2812;Lima;Lima;Hombre;34;Castellano;Sí;Secund. completa;10;10;5;Sí;4;No;De  S/ 1,500 hasta menos de S/ 2,100;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;Sí;No;Sí;Banco privado;Banca Multiple;Trámite rápido y préstamo a tiempo;;Sí;Nivel Alto
540;1577;Lima;Lima;Mujer;21;Castellano;Sí;Secund. completa;20;20;10;No;;No;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Muchos requisitos documentarios;No;Bajo nivel
541;4204;Lima;Lima;Mujer;25;Castellano;Sí;Secund. completa;20;20;5;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;;;;En efectivo;;Sí;No;No;Banco privado;No solicito;Cuotas que pueda pagar;No creo que me den;No;Nivel Alto
542;2109;Lima;Lima;Hombre;48;Castellano;Sí;Secund. incompleta;15;15;3;No;;No;De  S/ 1,500 hasta menos de S/ 2,100;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;No;No;No;Banco de la nación;Banca Multiple;Trámite rápido y préstamo a tiempo;;No;Bajo nivel
543;1577;Lima;Lima;Mujer;36;Castellano;Sí;Secund. completa;10;10;5;Sí;5;No;De  S/ 2,100 a más;En efectivo;;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;Sí;No;No;Financieras;Banca Multiple;Cuotas que pueda pagar;;No;Nivel Alto
544;4973;Lima;Lima;Hombre;60;Castellano;Sí;Secund. incompleta;20;20;10;No;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;;;En efectivo;En efectivo;En efectivo;;No;No;No;Casa, familiares o amigos;No solicito;Que no le pidan muchos documentos;No necesito;No;Bajo nivel
545;4973;Lima;Lima;Hombre;50;Castellano;Sí;Primaria completa;;;;;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;;;En efectivo;En efectivo;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
546;3717;Lima;Lima;Mujer;64;Castellano;Sí;Secund. incompleta;20;20;10;No;;;Menos de S/ 400;;;;En efectivo;;En efectivo;;No;No;No;Casa, familiares o amigos;No solicito;Que no le pidan muchos documentos;Es muy caro (altas tasas, comisiones y cargos);No;Bajo nivel
547;3978;Lima;Lima;Hombre;52;Castellano;Sí;Sup. no universitaria incompleta;20;20;10;No;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;No necesito;No;Bajo nivel
548;2230;Lima;Lima;Mujer;70;Castellano;Sí;Sup. universitaria incompleta;18;18;8;No;;;Menos de S/ 400;En efectivo;En efectivo;;;;;;No;No;No;Banco de la nación;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Estoy en infocorp;No;Bajo nivel
549;5967;Lima;Lima;Hombre;18;Castellano;Sí;Secund. completa;15;15;10;No;;No;De  S/ 400 hasta menos de S/ 750;En efectivo;;En efectivo;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;No necesito;No;Bajo nivel
550;3978;Lima;Lima;Hombre;42;Castellano;Sí;Postgrado;18;10;10;Sí;12;Sí;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;En efectivo;Sí;No;No;Banco privado;Banca Multiple;Que le den la cantidad que necesita;;Sí;Nivel Alto
551;2974;Lima;Lima;Mujer;22;Castellano;Sí;Secund. completa;10;10;10;No;;;;En efectivo;;;En efectivo;;;;Sí;No;No;Banco de la nación;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Es muy caro (altas tasas, comisiones y cargos);No;Bajo nivel
552;1769;Lima;Lima;Mujer;36;Castellano;Sí;Sup. no universitaria completa;10;10;5;Sí;3;No;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;;En efectivo;En efectivo;;;;Sí;No;No;Financieras;Familiares;Que le den la cantidad que necesita;Muchos requisitos documentarios;No;Nivel Alto
553;4733;Lima;Lima;Hombre;22;Castellano;Sí;Sup. universitaria incompleta;15;15;5;Sí;3;No;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;En efectivo;;;;;Sí;No;No;Banco de la nación;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;Sí;Bajo nivel
554;4422;Lima;Lima;Mujer;44;Castellano;Sí;Secund. completa;10;10;5;No;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;En efectivo;En efectivo;;En efectivo;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Muchos requisitos documentarios;No;Bajo nivel
555;4733;Lima;Lima;Hombre;41;Castellano;Sí;Secund. completa;15;15;5;Sí;6;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;Sí;No;No;Banco privado;No solicito;Plazo conveniente;No necesito;Sí;Nivel Alto
556;2653;Lima;Lima;Mujer;24;Castellano;Sí;Secund. completa;10;10;10;No;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;Familiares;Que no sea muy caro (tasa de interés y otros cargos);Muchos requisitos documentarios;No;Bajo nivel
557;3538;Lima;Lima;Mujer;43;Castellano;Sí;Secund. completa;10;10;10;No;;No;;En efectivo;;En efectivo;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no le pidan muchos documentos;No necesito;No;Nivel Alto
558;5307;Lima;Lima;Mujer;35;Castellano;Sí;Sup. universitaria completa;15;15;5;Sí;24;Sí;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;En efectivo;En efectivo;En efectivo;;;;Sí;No;Sí;Financieras;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);;Sí;Nivel Alto
559;9465;Lima;Lima;Hombre;44;Castellano;Sí;Sup. no universitaria completa;10;10;5;Sí;3;No;De  S/ 1,500 hasta menos de S/ 2,100;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;Sí;No;No;Financieras;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);;No;Nivel Alto
560;4307;Lima;Lima;Mujer;24;Castellano;Sí;Secund. completa;15;15;5;No;;;Menos de S/ 400;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;Familiares;Que no sea muy caro (tasa de interés y otros cargos);No creo que me den;No;Bajo nivel
561;1436;Lima;Lima;Mujer;47;Castellano;Sí;Sup. no universitaria incompleta;15;15;5;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Otro;Muchos requisitos documentarios;No;Bajo nivel
562;3841;Lima;Lima;Hombre;35;Castellano;Sí;Secund. completa;10;10;2;No;;No;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Casa, familiares o amigos;Familiares;Que no sea muy caro (tasa de interés y otros cargos);Estoy en infocorp;No;Nivel Alto
563;3589;Lima;Lima;Mujer;62;Castellano;Sí;Primaria completa;12;12;2;No;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;Cooperativa;Trámite rápido y préstamo a tiempo;Es muy caro (altas tasas, comisiones y cargos);No;Bajo nivel
564;6722;Lima;Lima;Hombre;30;Castellano;Sí;Sup. no universitaria completa;10;10;2;Sí;7;No;De  S/ 1,022 hasta menos de S/ 1,500;Con tarjeta de débito o crédito;En efectivo;;En efectivo;;;;Sí;No;No;Banco privado;No solicito;Que le den la cantidad que necesita;No necesito;No;Nivel Alto
565;1436;Lima;Lima;Mujer;46;Castellano;Sí;Secund. incompleta;10;15;2;No;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Otro;Trámite muy largo;No;Nivel Alto
566;2153;Lima;Lima;Mujer;60;Castellano;Sí;Primaria completa;20;20;1;No;;;Menos de S/ 400;En efectivo;;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que le den la cantidad que necesita;Muchos requisitos documentarios;No;Nivel Alto
567;4307;Lima;Lima;Mujer;55;Castellano;Sí;Secund. incompleta;30;30;5;No;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no le pidan muchos documentos;No creo que me den;No;Bajo nivel
568;8614;Lima;Lima;Mujer;42;Castellano;Sí;Secund. completa;15;5;5;No;;No;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;Familiares;Que no sea muy caro (tasa de interés y otros cargos);Es muy caro (altas tasas, comisiones y cargos);No;Bajo nivel
569;8642;Lima;Lima;Hombre;25;Castellano;Sí;Sup. no universitaria completa;15;15;10;Sí;3;No;De  S/ 750 hasta menos de S/ 1,022;En efectivo;;;En efectivo;;;;Sí;No;No;Financieras;Familiares;Trámite rápido y préstamo a tiempo;Muchos requisitos documentarios;No;Nivel Alto
570;3230;Lima;Lima;Mujer;39;Castellano;Sí;Sup. universitaria incompleta;10;10;10;Sí;3;;De  S/ 1,500 hasta menos de S/ 2,100;En efectivo;;En efectivo;En efectivo;En efectivo;;;Sí;No;No;Financieras;Familiares;Que no le pidan muchos documentos;Estoy en infocorp;No;Nivel Alto
571;11523;Lima;Lima;Hombre;25;Castellano;Sí;Secund. completa;10;10;10;Sí;2;No;De  S/ 400 hasta menos de S/ 750;En efectivo;;;En efectivo;;;;Sí;No;No;Financieras;Familiares;Que le den la cantidad que necesita;No necesito;No;Nivel Alto
572;7202;Lima;Lima;Hombre;29;Castellano;Sí;Sup. no universitaria completa;10;10;5;Sí;3;No;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;;En efectivo;En efectivo;;;;Sí;No;No;Casa, familiares o amigos;Familiares;Que no sea muy caro (tasa de interés y otros cargos);Es muy caro (altas tasas, comisiones y cargos);No;Nivel Alto
573;3230;Lima;Lima;Mujer;48;Castellano;Sí;Primaria completa;10;10;5;No;;No;;En efectivo;;En efectivo;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no le pidan muchos documentos;Muchos requisitos documentarios;No;Nivel Alto
574;7537;Lima;Lima;Mujer;46;Castellano;Sí;Primaria completa;10;10;3;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Casa, familiares o amigos;Familiares;Que no le pidan muchos documentos;Es muy caro (altas tasas, comisiones y cargos);No;Bajo nivel
575;11523;Lima;Lima;Hombre;40;Castellano;Sí;Secund. completa;15;15;5;Sí;1;No;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;;;;Sí;No;No;Cajas municipales;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);Es muy caro (altas tasas, comisiones y cargos);No;Nivel Alto
576;1084;Junin;Huancayo;Mujer;63;Quechua;No;Primaria incompleta;30;30;;No;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Banco privado;No solicito;Trámite rápido y préstamo a tiempo;No creo que me den;No;Bajo nivel
577;1084;Junin;Huancayo;Mujer;55;Quechua;Sí;Primaria incompleta;;;;;;;;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Trámite rápido y préstamo a tiempo;Muchos requisitos documentarios;No;Bajo nivel
578;2167;Junin;Huancayo;Mujer;60;Quechua;Sí;Primaria completa;20;;5;;;;De  S/ 1,500 hasta menos de S/ 2,100;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;No;No;No;Casa, familiares o amigos;Banca Multiple;Trámite rápido y préstamo a tiempo;;No;Nivel Alto
579;2167;Junin;Huancayo;Mujer;31;Castellano;Sí;Secund. completa;20;20;5;No;;;;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Trámite rápido y préstamo a tiempo;Es muy caro (altas tasas, comisiones y cargos);No;Bajo nivel
580;1084;Junin;Huancayo;Mujer;30;Castellano;Sí;Sup. no universitaria completa;10;10;10;Sí;10;No;;En efectivo;En efectivo;En efectivo;En efectivo;;;;Sí;Sí;No;Cajas municipales;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
581;2167;Junin;Huancayo;Mujer;60;Castellano;Sí;Secund. completa;10;10;;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;No;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
582;1084;Junin;Huancayo;Mujer;46;Castellano;Sí;Primaria completa;;15;15;Sí;1;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;;En efectivo;En efectivo;Sí;No;No;Otro;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
583;2167;Junin;Huancayo;Mujer;38;Castellano;Sí;Primaria completa;10;10;10;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;;En efectivo;;Sí;No;No;Banco de la nación;No solicito;Que le den la cantidad que necesita;No necesito;No;Nivel Alto
584;1625;Junin;Huancayo;Mujer;18;Castellano;Sí;Primaria completa;1;1;1;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;;;;Sí;No;No;Banco de la nación;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
585;1084;Junin;Huancayo;Mujer;33;Castellano;Sí;Sup. no universitaria incompleta;10;10;5;Sí;12;;De  S/ 2,100 a más;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;Sí;No;No;Cajas municipales;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);;No;Nivel Alto
586;725;Junin;Huancayo;Hombre;34;Castellano;Sí;Sup. no universitaria incompleta;10;10;10;Sí;2;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;No;No;No;Cajas municipales;Familiares;Que no sea muy caro (tasa de interés y otros cargos);Otro;No;Bajo nivel
587;2167;Junin;Huancayo;Mujer;30;Castellano;Sí;Sup. universitaria completa;10;10;10;Sí;6;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;;En efectivo;;;;Sí;No;No;Banco de la nación;No solicito;Trámite rápido y préstamo a tiempo;No necesito;No;Nivel Alto
588;2269;Junin;Huancayo;Hombre;70;Castellano;Sí;Sup. universitaria completa;5;5;2;No;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;;;En efectivo;;;;Sí;No;No;Banco privado;No solicito;Trámite rápido y préstamo a tiempo;No necesito;No;Nivel Alto
589;3404;Junin;Huancayo;Hombre;68;Castellano;Sí;Sup. universitaria completa;15;15;;Sí;10;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;;En efectivo;En efectivo;;;Sí;No;Sí;Cooperativa;Banca Multiple;Cuotas que pueda pagar;;No;Nivel Alto
590;2544;Junin;Huancayo;Mujer;31;Castellano;Sí;Sup. universitaria completa;15;15;3;No;;;;En efectivo;;En efectivo;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Trámite rápido y préstamo a tiempo;No necesito;No;Bajo nivel
591;3404;Junin;Huancayo;Hombre;41;Castellano;Sí;Secund. completa;10;10;3;Sí;6;;De  S/ 1,500 hasta menos de S/ 2,100;En efectivo;En efectivo;;En efectivo;;;;Sí;No;Sí;Banco privado;No solicito;Trámite rápido y préstamo a tiempo;No necesito;No;Nivel Alto
592;2544;Junin;Huancayo;Mujer;60;Castellano;Sí;Sup. universitaria completa;15;10;5;Sí;10;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;;En efectivo;;;;Sí;No;No;Banco de la nación;No solicito;Trámite rápido y préstamo a tiempo;No creo que me den;No;Nivel Alto
593;848;Junin;Huancayo;Mujer;57;Castellano;Sí;Secund. completa;5;5;3;Sí;3;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;;En efectivo;;;;Sí;No;No;Banco de la nación;No solicito;Trámite rápido y préstamo a tiempo;No necesito;No;Bajo nivel
594;2544;Junin;Huancayo;Mujer;19;Castellano;Sí;Sup. universitaria incompleta;15;15;1;Sí;10;No;;En efectivo;;En efectivo;;;;;Sí;No;No;Banco de la nación;No solicito;Trámite rápido y préstamo a tiempo;No necesito;No;Nivel Alto
595;1696;Junin;Huancayo;Mujer;70;Castellano;Sí;Sup. universitaria completa;10;10;5;No;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que le den la cantidad que necesita;No necesito;No;Bajo nivel
596;2269;Junin;Huancayo;Hombre;55;Castellano;Sí;Primaria completa;15;10;5;No;;;;En efectivo;;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;No creo que me den;No;Nivel Alto
597;4538;Junin;Huancayo;Hombre;25;Castellano;Sí;Sup. universitaria completa;10;10;5;Sí;6;No;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;En efectivo;En efectivo;En efectivo;;;En efectivo;No;No;No;Casa, familiares o amigos;Banca Multiple;Trámite rápido y préstamo a tiempo;;No;Nivel Alto
598;5673;Junin;Huancayo;Hombre;56;Castellano;Sí;Sup. universitaria completa;15;15;5;Sí;7;;De  S/ 400 hasta menos de S/ 750;En efectivo;;;;;;;Sí;No;No;Cajas rurales;No solicito;Cuotas que pueda pagar;No necesito;No;Nivel Alto
599;3392;Junin;Huancayo;Mujer;53;Castellano;Sí;Sup. universitaria completa;10;10;5;Sí;6;;;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;Sí;No;No;Banco de la nación;Banca Multiple;Cuotas que pueda pagar;;No;Nivel Alto
600;6492;Junin;Huancayo;Hombre;70;Castellano;Sí;Secund. completa;5;5;10;No;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;;;En efectivo;;;;Sí;No;No;Banco de la nación;No solicito;Que le den la cantidad que necesita;No necesito;No;Nivel Alto
601;1213;Junin;Huancayo;Mujer;50;Castellano;Sí;Secund. completa;15;15;5;Sí;6;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;;;;Sí;No;No;Banco privado;No solicito;Cuotas que pueda pagar;No necesito;No;Bajo nivel
602;6066;Junin;Huancayo;Mujer;69;Castellano;Sí;Secund. completa;10;;;;;;Menos de S/ 400;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Otro;No solicito;Cuotas que pueda pagar;No necesito;No;Nivel Alto
603;3640;Junin;Huancayo;Mujer;47;Castellano;Sí;Sup. universitaria completa;15;15;5;No;;No;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;;;;Sí;No;No;Cooperativa;No solicito;Pagos en fechas convenientes;No necesito;No;Nivel Alto
604;2426;Junin;Huancayo;Mujer;38;Castellano;Sí;Sup. universitaria completa;15;15;5;Sí;3;No;;En efectivo;;;En efectivo;;;;Sí;No;No;Banco privado;Familiares;Que no sea muy caro (tasa de interés y otros cargos);Trámite muy largo;No;Nivel Alto
605;8493;Junin;Huancayo;Mujer;60;Castellano;Sí;Secund. completa;15;5;5;No;;;;En efectivo;En efectivo;;En efectivo;;En efectivo;;No;No;No;Banco privado;No solicito;Trámite rápido y préstamo a tiempo;No necesito;No;Bajo nivel
606;6492;Junin;Huancayo;Hombre;54;Castellano;Sí;Sup. universitaria completa;5;5;5;No;;;De  S/ 1,500 hasta menos de S/ 2,100;En efectivo;;;En efectivo;;;;Sí;No;No;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;No necesito;No;Nivel Alto
607;3246;Junin;Huancayo;Hombre;36;Castellano;Sí;Sup. no universitaria completa;5;5;5;Sí;0;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Trámite rápido y préstamo a tiempo;Es muy caro (altas tasas, comisiones y cargos);No;Nivel Alto
608;2426;Junin;Huancayo;Mujer;50;Castellano;Sí;Secund. completa;10;5;5;No;;;;En efectivo;En efectivo;;En efectivo;;En efectivo;;No;No;No;Casa, familiares o amigos;No solicito;Que no le pidan muchos documentos;No necesito;No;Bajo nivel
609;12984;Junin;Huancayo;Hombre;27;Castellano;Sí;Secund. completa;10;10;5;No;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;;En efectivo;En efectivo;;;No;No;No;Banco privado;Familiares;Trámite rápido y préstamo a tiempo;No necesito;No;Nivel Alto
610;2426;Junin;Huancayo;Mujer;42;Castellano;Sí;Sup. universitaria completa;5;5;1;Sí;0;No;De  S/ 750 hasta menos de S/ 1,022;En efectivo;;En efectivo;En efectivo;;;;Sí;No;No;Banco de la nación;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
611;3246;Junin;Huancayo;Hombre;36;Castellano;Sí;Sup. no universitaria completa;10;10;3;No;;;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;;En efectivo;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Trámite rápido y préstamo a tiempo;No necesito;No;Nivel Alto
612;551;Junin;Jauja;Mujer;56;Castellano;Sí;Secund. incompleta;;;;;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Tengo pocos ingresos;No;Bajo nivel
613;367;Junin;Jauja;Mujer;30;Castellano;Sí;Primaria incompleta;15;;;;;;;En efectivo;;;;;;;No;No;No;Financieras;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
614;184;Junin;Jauja;Mujer;26;Castellano;Sí;Sup. no universitaria completa;32;32;;No;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Banco de la nación;Familiares;Que le den la cantidad que necesita;Es muy caro (altas tasas, comisiones y cargos);Sí;Bajo nivel
615;737;Junin;Jauja;Hombre;56;Castellano;Sí;Sup. universitaria completa;30;;;;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Cajas municipales;No solicito;Que le den la cantidad que necesita;Trámite muy largo;No;Nivel Alto
