sbs_id;facexp;departamento;provincia;sexo;p3;p6;leerescribir;niveleducativo;distanciaOficina;distanciaCajero;distanciaAgente;usocajero;vecescajero;ServFInternet;CategoriaIngreso;PagoAlimentacion;PagoSalud;PagoEducacion;PagoServiciosHogar;PagoDeudas;PagoVivienda;PagoEntretenimiento;CuentaAhorro;CuentaPlazo;CuentaCTS;PropensionAhorro;Entidad Credito;PropensionCredito;MotivoNoPropensionCredito;TarjetaCredito;EducacionFinanciera
5836;2931;Piura;Sullana;Hombre;59;Castellano;Sí;Primaria completa;8;8;8;No;;;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;En efectivo;;En efectivo;En efectivo;En efectivo;;No;No;No;Casa, familiares o amigos;No solicito;Que le den la cantidad que necesita;No necesito;No;Nivel Alto
5837;3651;Piura;Sullana;Mujer;52;Castellano;Sí;Secund. completa;10;10;10;No;;;;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;No;No;No;Cajas municipales;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);;No;Nivel Alto
5838;1461;Piura;Sullana;Mujer;32;Castellano;Sí;Secund. completa;10;10;10;No;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Banco privado;No solicito;Que no le pidan muchos documentos;Muchos requisitos documentarios;No;Nivel Alto
5839;1461;Piura;Sullana;Mujer;65;Castellano;Sí;Primaria incompleta;;;;;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Cajas municipales;Familiares;Cuotas que pueda pagar;Tengo pocos ingresos;No;Bajo nivel
5840;2931;Piura;Sullana;Hombre;40;Castellano;Sí;Sup. universitaria completa;15;5;5;Sí;10;;De  S/ 1,500 hasta menos de S/ 2,100;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;No;No;Sí;Banco privado;Banca Multiple;Trámite rápido y préstamo a tiempo;;Sí;Bajo nivel
5841;1461;Piura;Sullana;Mujer;39;Castellano;Sí;Sup. no universitaria incompleta;10;10;10;No;;;De  S/ 400 hasta menos de S/ 750;;;;;;;;No;No;No;Financieras;Banca Multiple;Que no le pidan muchos documentos;;Sí;Bajo nivel
5842;2931;Piura;Sullana;Hombre;19;Castellano;Sí;Sup. no universitaria incompleta;30;5;5;Sí;3;;De  S/ 400 hasta menos de S/ 750;;;;;En efectivo;;;No;No;No;Banco privado;No solicito;Que le den la cantidad que necesita;No creo que me den;Sí;Bajo nivel
5843;3908;Piura;Sullana;Hombre;55;Castellano;Sí;Sup. universitaria completa;15;15;15;No;;;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;;;En efectivo;;;;Sí;No;No;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;Estoy en infocorp;No;Bajo nivel
5844;5862;Piura;Sullana;Hombre;26;Castellano;Sí;Sup. universitaria completa;10;;;;;;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;Otro;;Otro;;;;No;No;No;Casa, familiares o amigos;No solicito;Trámite rápido y préstamo a tiempo;Trámite muy largo;No;Bajo nivel
5845;1954;Piura;Sullana;Hombre;45;Castellano;Sí;Sup. universitaria completa;5;15;5;No;;No;De  S/ 1,500 hasta menos de S/ 2,100;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;No;No;No;Cajas municipales;No solicito;Que le den la cantidad que necesita;Muchos requisitos documentarios;No;Bajo nivel
5846;4885;Piura;Sullana;Hombre;18;Castellano;Sí;Sup. no universitaria completa;10;10;;Sí;10;;;En efectivo;;En efectivo;;En efectivo;;;Sí;No;No;Cajas municipales;No solicito;Trámite rápido y préstamo a tiempo;Muchos requisitos documentarios;No;Bajo nivel
5847;4005;Piura;Sullana;Mujer;44;Castellano;Sí;Secund. completa;10;10;10;No;;;;En efectivo;;En efectivo;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no le pidan muchos documentos;Trámite muy largo;No;Bajo nivel
5848;6697;Piura;Sullana;Hombre;55;Castellano;Sí;Secund. completa;10;3;3;Sí;1;;De  S/ 1,500 hasta menos de S/ 2,100;En efectivo;En efectivo;;En efectivo;En efectivo;;;Sí;No;No;Casa, familiares o amigos;Banca Multiple;Que le den la cantidad que necesita;;No;Nivel Alto
5849;5006;Piura;Sullana;Mujer;60;Castellano;Sí;Secund. completa;;;;;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Cajas municipales;No solicito;Que le den la cantidad que necesita;Tengo pocos ingresos;No;Bajo nivel
5850;1001;Piura;Sullana;Mujer;53;Castellano;Sí;Primaria completa;10;10;3;No;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;;;En efectivo;;;;No;No;No;Cajas municipales;No solicito;Pagos en fechas convenientes;Es muy caro (altas tasas, comisiones y cargos);No;Bajo nivel
5851;17412;Piura;Sullana;Hombre;29;Castellano;Sí;Secund. incompleta;10;10;10;Sí;1;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;En efectivo;En efectivo;;;;Sí;No;No;Financieras;No solicito;Que le den la cantidad que necesita;Es muy caro (altas tasas, comisiones y cargos);Sí;Bajo nivel
5852;6007;Piura;Sullana;Mujer;38;Castellano;Sí;Sup. no universitaria completa;;;;;;;;En efectivo;En efectivo;En efectivo;;;;;No;No;No;Casa, familiares o amigos;No solicito;Pagos en fechas convenientes;Trámite muy largo;Sí;Nivel Alto
5853;4018;Piura;Sullana;Hombre;21;Castellano;Sí;Sup. universitaria completa;10;10;10;No;;;;;;;;;;;No;No;No;Cajas municipales;No solicito;Que le den la cantidad que necesita;Otro;No;Nivel Alto
5854;2679;Piura;Sullana;Hombre;48;Castellano;Sí;Secund. completa;;;;;;;Menos de S/ 400;En efectivo;;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que le den la cantidad que necesita;Es muy caro (altas tasas, comisiones y cargos);No;Nivel Alto
5855;2679;Piura;Sullana;Hombre;38;Castellano;Sí;Sup. no universitaria incompleta;10;10;10;No;;;De  S/ 1,500 hasta menos de S/ 2,100;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;Sí;No;No;Cajas municipales;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Trámite muy largo;No;Bajo nivel
5856;5006;Piura;Sullana;Mujer;25;Castellano;Sí;Secund. completa;10;;;;;;De  S/ 400 hasta menos de S/ 750;En efectivo;;;En efectivo;;;;Sí;No;Sí;Cajas municipales;Banca Multiple;Que le den la cantidad que necesita;;Sí;Bajo nivel
5857;4005;Piura;Sullana;Mujer;34;Castellano;Sí;Secund. completa;15;;;;;;;En efectivo;;;En efectivo;En efectivo;;;No;No;No;Cajas municipales;No solicito;Que le den la cantidad que necesita;Estoy en infocorp;No;Bajo nivel
5858;7008;Piura;Sullana;Mujer;52;Castellano;Sí;Secund. completa;;;10;;;;;En efectivo;En efectivo;En efectivo;En efectivo;;;;Sí;No;No;Cajas municipales;No solicito;Trámite rápido y préstamo a tiempo;No necesito;No;Bajo nivel
5859;4876;Piura;Piura;Mujer;57;Castellano;Sí;Secund. incompleta;15;15;10;Sí;0;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;Sí;No;No;Financieras;Banca Multiple;Que no le pidan muchos documentos;;No;Bajo nivel
5860;3251;Piura;Piura;Mujer;27;Castellano;Sí;Secund. incompleta;20;20;15;No;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;;;;;;No;No;No;Financieras;No solicito;Que no le pidan muchos documentos;Muchos requisitos documentarios;No;Nivel Alto
5861;3251;Piura;Piura;Mujer;21;Castellano;Sí;Secund. completa;;;;;;;;;;;;;;;No;No;No;Casa, familiares o amigos;Familiares;Que no sea muy caro (tasa de interés y otros cargos);Condiciones de crédito que no se adaptan a mis necesidades / no tienen lo que necesito;No;Bajo nivel
5862;4064;Piura;Piura;Mujer;18;Castellano;Sí;Secund. completa;25;15;10;Sí;3;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;;En efectivo;;En efectivo;;;Sí;No;Sí;Financieras;No solicito;Que le den la cantidad que necesita;No necesito;No;Bajo nivel
5863;3251;Piura;Piura;Mujer;40;Castellano;Sí;Secund. completa;30;25;;Sí;1;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Tengo pocos ingresos;No;Bajo nivel
5864;4876;Piura;Piura;Mujer;24;Castellano;Sí;Sup. universitaria completa;30;40;20;Sí;1;;;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Tengo pocos ingresos;No;Bajo nivel
5865;4064;Piura;Piura;Mujer;31;Castellano;Sí;Secund. completa;40;;20;;;;;En efectivo;;En efectivo;;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Tengo pocos ingresos;No;Bajo nivel
5866;2174;Piura;Piura;Hombre;52;Castellano;Sí;Secund. completa;20;20;20;No;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;;En efectivo;En efectivo;;;Sí;No;No;Cajas municipales;No solicito;Pagos en fechas convenientes;No necesito;Sí;Bajo nivel
5867;2438;Piura;Piura;Mujer;47;Castellano;Sí;Primaria completa;15;15;15;Sí;3;No;;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;No;No;No;Financieras;No solicito;Cuotas que pueda pagar;Es muy caro (altas tasas, comisiones y cargos);No;Bajo nivel
5868;2174;Piura;Piura;Hombre;70;Castellano;Sí;Secund. completa;;;;;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;No;No;No;Cajas municipales;No solicito;Que le den la cantidad que necesita;Trámite muy largo;No;Bajo nivel
5869;4876;Piura;Piura;Mujer;20;Castellano;Sí;Sup. no universitaria incompleta;10;;;;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;Sí;No;No;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;No necesito;No;Bajo nivel
5870;1625;Piura;Piura;Mujer;58;Castellano;Sí;Secund. completa;;;;;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;No;No;No;Cajas municipales;No solicito;Que le den la cantidad que necesita;Estoy en infocorp;No;Bajo nivel
5871;1484;Piura;Piura;Mujer;24;Castellano;Sí;Secund. completa;30;30;30;No;;;Menos de S/ 400;En efectivo;En efectivo;;En efectivo;;;;Sí;No;No;Financieras;No solicito;Que no le pidan muchos documentos;Tengo pocos ingresos;No;Nivel Alto
5872;1985;Piura;Piura;Hombre;42;Castellano;Sí;Secund. completa;30;30;30;No;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;En efectivo;En efectivo;;En efectivo;;No;No;No;Financieras;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Estoy en infocorp;No;Bajo nivel
5873;1484;Piura;Piura;Mujer;40;Castellano;Sí;Primaria completa;30;30;;No;;;;En efectivo;En efectivo;;;;En efectivo;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
5874;2226;Piura;Piura;Mujer;52;Castellano;Sí;Secund. completa;30;;;;;;;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Financieras;No solicito;Plazo conveniente;No creo que me den;No;Bajo nivel
5875;2226;Piura;Piura;Mujer;18;Castellano;Sí;Secund. completa;;;;;;;Menos de S/ 400;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Cajas municipales;No solicito;Cuotas que pueda pagar;Tengo pocos ingresos;No;Bajo nivel
5876;1985;Piura;Piura;Hombre;25;Castellano;Sí;Primaria completa;30;30;30;Sí;3;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;En efectivo;;;;;Sí;No;Sí;Financieras;Familiares;Que no le pidan muchos documentos;Condiciones de crédito que no se adaptan a mis necesidades / no tienen lo que necesito;No;Bajo nivel
5877;4452;Piura;Piura;Mujer;19;Castellano;Sí;Sup. no universitaria incompleta;;;;;;;;;;;;;;;No;No;No;Cajas municipales;No solicito;Plazo conveniente;Condiciones de crédito que no se adaptan a mis necesidades / no tienen lo que necesito;No;Bajo nivel
5878;2968;Piura;Piura;Mujer;25;Castellano;Sí;Secund. completa;20;20;20;Sí;4;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;;En efectivo;En efectivo;;;Sí;No;No;Financieras;No solicito;Que no le pidan muchos documentos;Tengo pocos ingresos;No;Bajo nivel
5879;2968;Piura;Piura;Mujer;41;Castellano;Sí;Secund. completa;;;;;;;;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;No;No;No;Casa, familiares o amigos;No solicito;Trámite rápido y préstamo a tiempo;Tengo pocos ingresos;No;Bajo nivel
5880;4964;Piura;Piura;Hombre;45;Castellano;Sí;Secund. completa;25;25;;Sí;3;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;Sí;No;Sí;Financieras;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Es muy caro (altas tasas, comisiones y cargos);No;Bajo nivel
5881;3971;Piura;Piura;Hombre;28;Castellano;Sí;Secund. completa;40;40;;No;;;Menos de S/ 400;En efectivo;;En efectivo;;;;;No;No;No;Casa, familiares o amigos;No solicito;Que le den la cantidad que necesita;Trámite muy largo;No;Bajo nivel
5882;5956;Piura;Piura;Hombre;22;Castellano;Sí;Secund. completa;;;;;;;De  S/ 400 hasta menos de S/ 750;En efectivo;;En efectivo;;En efectivo;;;Sí;No;No;Ninguno;No solicito;Que le den la cantidad que necesita;Muchos requisitos documentarios;No;Bajo nivel
5883;3076;Lima;Lima;Mujer;54;Castellano;Sí;Sup. universitaria completa;5;5;5;No;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Financieras;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
5884;3292;Lima;Lima;Hombre;53;Castellano;Sí;Sup. universitaria completa;10;10;5;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;No;No;No;Financieras;No solicito;Trámite rápido y préstamo a tiempo;Trámite muy largo;No;Nivel Alto
5892;3130;Lima;Cañete;Mujer;21;Castellano;Sí;Sup. no universitaria completa;5;5;;No;;;;;;;;;;;No;No;No;Banco de la nación;No solicito;Trámite rápido y préstamo a tiempo;No necesito;No;Bajo nivel
5893;1675;Lima;Cañete;Hombre;70;Castellano;Sí;Sup. universitaria completa;10;10;10;No;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;En efectivo;;En efectivo;En efectivo;;;Sí;No;No;Casa, familiares o amigos;No solicito;Trámite rápido y préstamo a tiempo;Otro;No;Nivel Alto
5895;838;Lima;Cañete;Hombre;45;Castellano;Sí;Secund. completa;15;15;15;Sí;0;;De  S/ 1,500 hasta menos de S/ 2,100;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Banco privado;No solicito;Que no le pidan muchos documentos;No necesito;No;Bajo nivel
5896;3757;Lima;Cañete;Mujer;33;Castellano;Sí;Secund. completa;30;3;15;No;;;De  S/ 1,022 hasta menos de S/ 1,500;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;Sí;No;No;Financieras;Banca Multiple;Que no le pidan muchos documentos;;No;Nivel Alto
5897;7513;Lima;Cañete;Mujer;27;Castellano;Sí;Secund. completa;10;10;10;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;En efectivo;En efectivo;En efectivo;;;;No;No;No;Banco de la nación;No solicito;Cuotas que pueda pagar;No necesito;No;Nivel Alto
5898;3130;Lima;Cañete;Mujer;59;Castellano;Sí;Primaria completa;15;15;;No;;;Menos de S/ 400;En efectivo;;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;No precisa;Tengo pocos ingresos;No;Bajo nivel
5899;3350;Lima;Cañete;Hombre;45;Castellano;Sí;Sup. no universitaria completa;1;1;1;Sí;5;No;De  S/ 2,100 a más;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;Sí;No;Sí;Banco privado;Banca Multiple;Trámite rápido y préstamo a tiempo;;No;Nivel Alto
5900;1252;Lima;Cañete;Mujer;23;Castellano;Sí;Secund. completa;10;;;;;;;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;;No;No;No;Casa, familiares o amigos;Banca Multiple;Trámite rápido y préstamo a tiempo;;No;Bajo nivel
5901;1878;Lima;Cañete;Mujer;53;Castellano;Sí;Secund. completa;30;30;30;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;;;En efectivo;En efectivo;;;No;No;No;Casa, familiares o amigos;Banca Multiple;Cuotas que pueda pagar;;No;Bajo nivel
5902;1878;Lima;Cañete;Mujer;60;Castellano;Sí;Secund. completa;15;15;15;No;;;Menos de S/ 400;En efectivo;;;En efectivo;En efectivo;;;No;No;No;Otro;Banca Multiple;Que no sea muy caro (tasa de interés y otros cargos);;No;Nivel Alto
5903;3757;Lima;Cañete;Mujer;58;Castellano;Sí;Primaria completa;15;15;15;No;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;No necesito;No;Bajo nivel
5904;5281;Lima;Lima;Hombre;60;Castellano;Sí;Sup. no universitaria completa;10;10;10;No;;;;;;;;;;;No;No;No;Ninguno;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Estoy en infocorp;No;Nivel Alto
5905;2961;Lima;Lima;Mujer;55;Castellano;Sí;Secund. completa;5;5;5;No;;;;En efectivo;;;En efectivo;;;;No;No;No;Ninguno;No solicito;Cuotas que pueda pagar;No necesito;No;Bajo nivel
5906;3948;Lima;Lima;Mujer;21;Castellano;Sí;Sup. no universitaria completa;15;15;10;No;;;;;;;;;;;No;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
5907;2961;Lima;Lima;Mujer;19;Castellano;Sí;Sup. universitaria incompleta;10;10;5;Sí;2;No;;;;;;;;;Sí;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
5908;2641;Lima;Lima;Hombre;41;Castellano;Sí;Sup. no universitaria incompleta;15;15;7;Sí;2;;;En efectivo;;En efectivo;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Trámite rápido y préstamo a tiempo;No necesito;No;Nivel Alto
5909;3948;Lima;Lima;Mujer;49;Castellano;Sí;Secund. completa;15;15;7;Sí;3;No;;En efectivo;;En efectivo;En efectivo;;;;Sí;No;No;Banco privado;No solicito;Cuotas que pueda pagar;No necesito;No;Nivel Alto
5910;1974;Lima;Lima;Mujer;47;Castellano;Sí;Secund. completa;5;10;2;No;;No;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Banco de la nación;No solicito;Pagos en fechas convenientes;Es muy caro (altas tasas, comisiones y cargos);No;Nivel Alto
5911;2641;Lima;Lima;Hombre;68;Castellano;Sí;Secund. incompleta;7;7;2;No;;No;De  S/ 400 hasta menos de S/ 750;En efectivo;;;En efectivo;;;;Sí;No;No;Banco de la nación;No solicito;Plazo conveniente;No necesito;No;Nivel Alto
5912;1307;Lima;Lima;Mujer;26;Castellano;Sí;Secund. completa;15;15;15;No;;;;En efectivo;;En efectivo;En efectivo;;;;No;No;No;Ninguno;No solicito;Que no le pidan muchos documentos;No creo que me den;No;Bajo nivel
5913;3498;Lima;Lima;Hombre;18;Castellano;Sí;Secund. completa;30;30;30;No;;;;;;;;;;;No;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
5914;2624;Lima;Lima;Hombre;53;Castellano;Sí;Secund. completa;10;10;10;No;;No;De  S/ 1,500 hasta menos de S/ 2,100;En efectivo;;En efectivo;En efectivo;;En efectivo;En efectivo;No;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Condiciones de crédito que no se adaptan a mis necesidades / no tienen lo que necesito;Sí;Nivel Alto
5915;1961;Lima;Lima;Mujer;43;Castellano;Sí;Secund. incompleta;20;20;20;No;;;;En efectivo;En efectivo;;En efectivo;;;;No;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
5916;1749;Lima;Lima;Hombre;65;Castellano;Sí;Primaria incompleta;20;20;25;Sí;2;No;;En efectivo;;;En efectivo;;En efectivo;;Sí;No;No;Banco de la nación;No solicito;Cuotas que pueda pagar;Es muy caro (altas tasas, comisiones y cargos);No;Nivel Alto
5917;3498;Lima;Lima;Hombre;43;Castellano;Sí;Secund. completa;20;20;20;Sí;2;No;De  S/ 400 hasta menos de S/ 750;En efectivo;;En efectivo;En efectivo;;En efectivo;;Sí;No;No;Banco privado;No solicito;Trámite rápido y préstamo a tiempo;No necesito;No;Nivel Alto
5918;2624;Lima;Lima;Hombre;20;Castellano;Sí;Secund. completa;30;30;5;Sí;3;No;De  S/ 400 hasta menos de S/ 750;En efectivo;;;En efectivo;;;;No;No;No;Banco privado;No solicito;Plazo conveniente;No necesito;No;Nivel Alto
5919;1307;Lima;Lima;Mujer;19;Castellano;Sí;Sup. no universitaria incompleta;30;30;30;No;;No;;;;;;;;;No;No;No;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;No necesito;No;Nivel Alto
5920;6379;Lima;Lima;Hombre;35;Castellano;Sí;Secund. completa;10;10;10;No;;;De  S/ 750 hasta menos de S/ 1,022;En efectivo;;En efectivo;En efectivo;;;En efectivo;No;No;No;Casa, familiares o amigos;No solicito;Que no le pidan muchos documentos;Condiciones de crédito que no se adaptan a mis necesidades / no tienen lo que necesito;No;Nivel Alto
5921;3576;Lima;Lima;Mujer;45;Castellano;Sí;Secund. completa;10;10;10;No;;;;En efectivo;;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;Es muy caro (altas tasas, comisiones y cargos);No;Bajo nivel
5922;4784;Lima;Lima;Hombre;19;Castellano;Sí;Secund. completa;10;10;10;No;;;;;;;;;;;No;No;No;Banco privado;No solicito;Que no le pidan muchos documentos;No creo que me den;No;Nivel Alto
5923;6379;Lima;Lima;Hombre;51;Castellano;Sí;Secund. incompleta;10;10;10;Sí;6;;De  S/ 2,100 a más;En efectivo;En efectivo;En efectivo;En efectivo;En efectivo;;En efectivo;Sí;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
5924;2384;Lima;Lima;Mujer;48;Castellano;Sí;Primaria completa;25;25;25;No;;;De  S/ 400 hasta menos de S/ 750;En efectivo;;En efectivo;En efectivo;;;;No;No;No;Banco de la nación;No solicito;Pagos en fechas convenientes;No necesito;No;Nivel Alto
5925;6379;Lima;Lima;Hombre;23;Castellano;Sí;Sup. no universitaria incompleta;25;25;25;Sí;4;Sí;;;;;;;;;No;No;No;Casa, familiares o amigos;No solicito;Que le den la cantidad que necesita;No necesito;No;Nivel Alto
5926;2384;Lima;Lima;Mujer;47;Castellano;Sí;Secund. incompleta;30;30;15;No;;No;De  S/ 400 hasta menos de S/ 750;En efectivo;;En efectivo;En efectivo;;;;No;No;No;Banco de la nación;No solicito;Cuotas que pueda pagar;No necesito;No;Nivel Alto
5927;3189;Lima;Lima;Hombre;68;Castellano;Sí;Secund. incompleta;20;20;10;No;;;;En efectivo;;En efectivo;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que le den la cantidad que necesita;No necesito;No;Nivel Alto
5928;4493;Lima;Lima;Hombre;62;Castellano;Sí;Sup. no universitaria incompleta;12;12;12;No;;;;En efectivo;;;En efectivo;;;;No;No;No;Casa, familiares o amigos;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Bajo nivel
5929;5037;Lima;Lima;Mujer;47;Castellano;Sí;Sup. no universitaria completa;15;15;10;No;;No;De  S/ 400 hasta menos de S/ 750;En efectivo;;En efectivo;En efectivo;;;;Sí;No;No;Casa, familiares o amigos;No solicito;Pagos en fechas convenientes;Es muy caro (altas tasas, comisiones y cargos);No;Nivel Alto
5930;4493;Lima;Lima;Hombre;35;Castellano;Sí;Secund. completa;15;15;5;Sí;12;;De  S/ 1,500 hasta menos de S/ 2,100;En efectivo;;En efectivo;En efectivo;;;En efectivo;Sí;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
5931;6717;Lima;Lima;Mujer;23;Castellano;Sí;Sup. universitaria incompleta;10;10;10;No;;No;;;;;;;;;No;No;No;Banco privado;No solicito;Que no le pidan muchos documentos;No creo que me den;No;Nivel Alto
5932;2246;Lima;Lima;Hombre;70;Castellano;Sí;Sup. universitaria completa;7;7;7;No;;No;De  S/ 400 hasta menos de S/ 750;En efectivo;;;En efectivo;;;;Sí;No;No;Banco de la nación;No solicito;Pagos en fechas convenientes;No necesito;Sí;Nivel Alto
5933;4493;Lima;Lima;Hombre;38;Castellano;Sí;Secund. completa;12;12;12;Sí;5;No;De  S/ 750 hasta menos de S/ 1,022;En efectivo;;;En efectivo;;;;Sí;No;No;Banco privado;No solicito;Cuotas que pueda pagar;Falta de garantías;No;Nivel Alto
5934;3358;Lima;Lima;Mujer;20;Castellano;Sí;Secund. completa;15;15;10;No;;No;;;;;;;;;No;No;No;Banco de la nación;No solicito;Pagos en fechas convenientes;Es muy caro (altas tasas, comisiones y cargos);No;Nivel Alto
5935;5037;Lima;Lima;Mujer;18;Castellano;Sí;Sup. no universitaria incompleta;10;10;10;Sí;2;No;;;;;;;;;No;No;No;Banco de la nación;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No creo que me den;No;Nivel Alto
5936;7373;Lima;Lima;Hombre;18;Castellano;Sí;Secund. completa;10;10;10;No;;;;;;;;;;;No;No;No;Banco privado;No solicito;Cuotas que pueda pagar;No necesito;No;Nivel Alto
5937;3307;Lima;Lima;Mujer;23;Castellano;Sí;Sup. universitaria incompleta;5;5;5;Sí;1;No;;En efectivo;;;En efectivo;;;;Sí;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
5938;4409;Lima;Lima;Mujer;43;Castellano;Sí;Sup. no universitaria incompleta;5;5;10;No;;;;En efectivo;;En efectivo;En efectivo;;En efectivo;;No;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);Muchos requisitos documentarios;Sí;Nivel Alto
5939;2205;Lima;Lima;Mujer;22;Castellano;Sí;Sup. universitaria incompleta;10;10;10;No;;No;;;;;;;;;No;No;No;Banco privado;No solicito;Que no sea muy caro (tasa de interés y otros cargos);No necesito;No;Nivel Alto
5940;2949;Lima;Lima;Hombre;68;Castellano;Sí;Primaria completa;45;45;5;No;;;Menos de S/ 400;En efectivo;;;En efectivo;;;;Sí;No;No;Banco de la nación;No solicito;Que le den la cantidad que necesita;No necesito;No;Nivel Alto
5941;2949;Lima;Lima;Hombre;19;Castellano;Sí;Sup. no universitaria incompleta;30;30;5;No;;No;;;;;;;;;No;No;No;Casa, familiares o amigos;No solicito;Cuotas que pueda pagar;No necesito;No;Nivel Alto
5942;2205;Lima;Lima;Mujer;21;Castellano;Sí;Sup. no universitaria completa;25;25;15;No;;Sí;;;;;;;;;Sí;No;No;Banco de la nación;No solicito;Pagos en fechas convenientes;No necesito;No;Nivel Alto
